Label (Grouping),Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Below poverty level!!Estimate,Texas!!Below poverty level!!Margin of Error,Texas!!Percent below poverty level!!Estimate,Texas!!Percent below poverty level!!Margin of Error,"Angelina County, Texas!!Total!!Estimate","Angelina County, Texas!!Total!!Margin of Error","Angelina County, Texas!!Below poverty level!!Estimate","Angelina County, Texas!!Below poverty level!!Margin of Error","Angelina County, Texas!!Percent below poverty level!!Estimate","Angelina County, Texas!!Percent below poverty level!!Margin of Error","Bastrop County, Texas!!Total!!Estimate","Bastrop County, Texas!!Total!!Margin of Error","Bastrop County, Texas!!Below poverty level!!Estimate","Bastrop County, Texas!!Below poverty level!!Margin of Error","Bastrop County, Texas!!Percent below poverty level!!Estimate","Bastrop County, Texas!!Percent below poverty level!!Margin of Error","Bell County, Texas!!Total!!Estimate","Bell County, Texas!!Total!!Margin of Error","Bell County, Texas!!Below poverty level!!Estimate","Bell County, Texas!!Below poverty level!!Margin of Error","Bell County, Texas!!Percent below poverty level!!Estimate","Bell County, Texas!!Percent below poverty level!!Margin of Error","Bexar County, Texas!!Total!!Estimate","Bexar County, Texas!!Total!!Margin of Error","Bexar County, Texas!!Below poverty level!!Estimate","Bexar County, Texas!!Below poverty level!!Margin of Error","Bexar County, Texas!!Percent below poverty level!!Estimate","Bexar County, Texas!!Percent below poverty level!!Margin of Error","Bowie County, Texas!!Total!!Estimate","Bowie County, Texas!!Total!!Margin of Error","Bowie County, Texas!!Below poverty level!!Estimate","Bowie County, Texas!!Below poverty level!!Margin of Error","Bowie County, Texas!!Percent below poverty level!!Estimate","Bowie County, Texas!!Percent below poverty level!!Margin of Error","Brazoria County, Texas!!Total!!Estimate","Brazoria County, Texas!!Total!!Margin of Error","Brazoria County, Texas!!Below poverty level!!Estimate","Brazoria County, Texas!!Below poverty level!!Margin of Error","Brazoria County, Texas!!Percent below poverty level!!Estimate","Brazoria County, Texas!!Percent below poverty level!!Margin of Error","Brazos County, Texas!!Total!!Estimate","Brazos County, Texas!!Total!!Margin of Error","Brazos County, Texas!!Below poverty level!!Estimate","Brazos County, Texas!!Below poverty level!!Margin of Error","Brazos County, Texas!!Percent below poverty level!!Estimate","Brazos County, Texas!!Percent below poverty level!!Margin of Error","Cameron County, Texas!!Total!!Estimate","Cameron County, Texas!!Total!!Margin of Error","Cameron County, Texas!!Below poverty level!!Estimate","Cameron County, Texas!!Below poverty level!!Margin of Error","Cameron County, Texas!!Percent below poverty level!!Estimate","Cameron County, Texas!!Percent below poverty level!!Margin of Error","Collin County, Texas!!Total!!Estimate","Collin County, Texas!!Total!!Margin of Error","Collin County, Texas!!Below poverty level!!Estimate","Collin County, Texas!!Below poverty level!!Margin of Error","Collin County, Texas!!Percent below poverty level!!Estimate","Collin County, Texas!!Percent below poverty level!!Margin of Error","Comal County, Texas!!Total!!Estimate","Comal County, Texas!!Total!!Margin of Error","Comal County, Texas!!Below poverty level!!Estimate","Comal County, Texas!!Below poverty level!!Margin of Error","Comal County, Texas!!Percent below poverty level!!Estimate","Comal County, Texas!!Percent below poverty level!!Margin of Error","Coryell County, Texas!!Total!!Estimate","Coryell County, Texas!!Total!!Margin of Error","Coryell County, Texas!!Below poverty level!!Estimate","Coryell County, Texas!!Below poverty level!!Margin of Error","Coryell County, Texas!!Percent below poverty level!!Estimate","Coryell County, Texas!!Percent below poverty level!!Margin of Error","Dallas County, Texas!!Total!!Estimate","Dallas County, Texas!!Total!!Margin of Error","Dallas County, Texas!!Below poverty level!!Estimate","Dallas County, Texas!!Below poverty level!!Margin of Error","Dallas County, Texas!!Percent below poverty level!!Estimate","Dallas County, Texas!!Percent below poverty level!!Margin of Error","Denton County, Texas!!Total!!Estimate","Denton County, Texas!!Total!!Margin of Error","Denton County, Texas!!Below poverty level!!Estimate","Denton County, Texas!!Below poverty level!!Margin of Error","Denton County, Texas!!Percent below poverty level!!Estimate","Denton County, Texas!!Percent below poverty level!!Margin of Error","Ector County, Texas!!Total!!Estimate","Ector County, Texas!!Total!!Margin of Error","Ector County, Texas!!Below poverty level!!Estimate","Ector County, Texas!!Below poverty level!!Margin of Error","Ector County, Texas!!Percent below poverty level!!Estimate","Ector County, Texas!!Percent below poverty level!!Margin of Error","Ellis County, Texas!!Total!!Estimate","Ellis County, Texas!!Total!!Margin of Error","Ellis County, Texas!!Below poverty level!!Estimate","Ellis County, Texas!!Below poverty level!!Margin of Error","Ellis County, Texas!!Percent below poverty level!!Estimate","Ellis County, Texas!!Percent below poverty level!!Margin of Error","El Paso County, Texas!!Total!!Estimate","El Paso County, Texas!!Total!!Margin of Error","El Paso County, Texas!!Below poverty level!!Estimate","El Paso County, Texas!!Below poverty level!!Margin of Error","El Paso County, Texas!!Percent below poverty level!!Estimate","El Paso County, Texas!!Percent below poverty level!!Margin of Error","Fort Bend County, Texas!!Total!!Estimate","Fort Bend County, Texas!!Total!!Margin of Error","Fort Bend County, Texas!!Below poverty level!!Estimate","Fort Bend County, Texas!!Below poverty level!!Margin of Error","Fort Bend County, Texas!!Percent below poverty level!!Estimate","Fort Bend County, Texas!!Percent below poverty level!!Margin of Error","Galveston County, Texas!!Total!!Estimate","Galveston County, Texas!!Total!!Margin of Error","Galveston County, Texas!!Below poverty level!!Estimate","Galveston County, Texas!!Below poverty level!!Margin of Error","Galveston County, Texas!!Percent below poverty level!!Estimate","Galveston County, Texas!!Percent below poverty level!!Margin of Error","Grayson County, Texas!!Total!!Estimate","Grayson County, Texas!!Total!!Margin of Error","Grayson County, Texas!!Below poverty level!!Estimate","Grayson County, Texas!!Below poverty level!!Margin of Error","Grayson County, Texas!!Percent below poverty level!!Estimate","Grayson County, Texas!!Percent below poverty level!!Margin of Error","Gregg County, Texas!!Total!!Estimate","Gregg County, Texas!!Total!!Margin of Error","Gregg County, Texas!!Below poverty level!!Estimate","Gregg County, Texas!!Below poverty level!!Margin of Error","Gregg County, Texas!!Percent below poverty level!!Estimate","Gregg County, Texas!!Percent below poverty level!!Margin of Error","Guadalupe County, Texas!!Total!!Estimate","Guadalupe County, Texas!!Total!!Margin of Error","Guadalupe County, Texas!!Below poverty level!!Estimate","Guadalupe County, Texas!!Below poverty level!!Margin of Error","Guadalupe County, Texas!!Percent below poverty level!!Estimate","Guadalupe County, Texas!!Percent below poverty level!!Margin of Error","Harris County, Texas!!Total!!Estimate","Harris County, Texas!!Total!!Margin of Error","Harris County, Texas!!Below poverty level!!Estimate","Harris County, Texas!!Below poverty level!!Margin of Error","Harris County, Texas!!Percent below poverty level!!Estimate","Harris County, Texas!!Percent below poverty level!!Margin of Error","Harrison County, Texas!!Total!!Estimate","Harrison County, Texas!!Total!!Margin of Error","Harrison County, Texas!!Below poverty level!!Estimate","Harrison County, Texas!!Below poverty level!!Margin of Error","Harrison County, Texas!!Percent below poverty level!!Estimate","Harrison County, Texas!!Percent below poverty level!!Margin of Error","Hays County, Texas!!Total!!Estimate","Hays County, Texas!!Total!!Margin of Error","Hays County, Texas!!Below poverty level!!Estimate","Hays County, Texas!!Below poverty level!!Margin of Error","Hays County, Texas!!Percent below poverty level!!Estimate","Hays County, Texas!!Percent below poverty level!!Margin of Error","Henderson County, Texas!!Total!!Estimate","Henderson County, Texas!!Total!!Margin of Error","Henderson County, Texas!!Below poverty level!!Estimate","Henderson County, Texas!!Below poverty level!!Margin of Error","Henderson County, Texas!!Percent below poverty level!!Estimate","Henderson County, Texas!!Percent below poverty level!!Margin of Error","Hidalgo County, Texas!!Total!!Estimate","Hidalgo County, Texas!!Total!!Margin of Error","Hidalgo County, Texas!!Below poverty level!!Estimate","Hidalgo County, Texas!!Below poverty level!!Margin of Error","Hidalgo County, Texas!!Percent below poverty level!!Estimate","Hidalgo County, Texas!!Percent below poverty level!!Margin of Error","Hood County, Texas!!Total!!Estimate","Hood County, Texas!!Total!!Margin of Error","Hood County, Texas!!Below poverty level!!Estimate","Hood County, Texas!!Below poverty level!!Margin of Error","Hood County, Texas!!Percent below poverty level!!Estimate","Hood County, Texas!!Percent below poverty level!!Margin of Error","Hunt County, Texas!!Total!!Estimate","Hunt County, Texas!!Total!!Margin of Error","Hunt County, Texas!!Below poverty level!!Estimate","Hunt County, Texas!!Below poverty level!!Margin of Error","Hunt County, Texas!!Percent below poverty level!!Estimate","Hunt County, Texas!!Percent below poverty level!!Margin of Error","Jefferson County, Texas!!Total!!Estimate","Jefferson County, Texas!!Total!!Margin of Error","Jefferson County, Texas!!Below poverty level!!Estimate","Jefferson County, Texas!!Below poverty level!!Margin of Error","Jefferson County, Texas!!Percent below poverty level!!Estimate","Jefferson County, Texas!!Percent below poverty level!!Margin of Error","Johnson County, Texas!!Total!!Estimate","Johnson County, Texas!!Total!!Margin of Error","Johnson County, Texas!!Below poverty level!!Estimate","Johnson County, Texas!!Below poverty level!!Margin of Error","Johnson County, Texas!!Percent below poverty level!!Estimate","Johnson County, Texas!!Percent below poverty level!!Margin of Error","Kaufman County, Texas!!Total!!Estimate","Kaufman County, Texas!!Total!!Margin of Error","Kaufman County, Texas!!Below poverty level!!Estimate","Kaufman County, Texas!!Below poverty level!!Margin of Error","Kaufman County, Texas!!Percent below poverty level!!Estimate","Kaufman County, Texas!!Percent below poverty level!!Margin of Error","Liberty County, Texas!!Total!!Estimate","Liberty County, Texas!!Total!!Margin of Error","Liberty County, Texas!!Below poverty level!!Estimate","Liberty County, Texas!!Below poverty level!!Margin of Error","Liberty County, Texas!!Percent below poverty level!!Estimate","Liberty County, Texas!!Percent below poverty level!!Margin of Error","Lubbock County, Texas!!Total!!Estimate","Lubbock County, Texas!!Total!!Margin of Error","Lubbock County, Texas!!Below poverty level!!Estimate","Lubbock County, Texas!!Below poverty level!!Margin of Error","Lubbock County, Texas!!Percent below poverty level!!Estimate","Lubbock County, Texas!!Percent below poverty level!!Margin of Error","McLennan County, Texas!!Total!!Estimate","McLennan County, Texas!!Total!!Margin of Error","McLennan County, Texas!!Below poverty level!!Estimate","McLennan County, Texas!!Below poverty level!!Margin of Error","McLennan County, Texas!!Percent below poverty level!!Estimate","McLennan County, Texas!!Percent below poverty level!!Margin of Error","Midland County, Texas!!Total!!Estimate","Midland County, Texas!!Total!!Margin of Error","Midland County, Texas!!Below poverty level!!Estimate","Midland County, Texas!!Below poverty level!!Margin of Error","Midland County, Texas!!Percent below poverty level!!Estimate","Midland County, Texas!!Percent below poverty level!!Margin of Error","Montgomery County, Texas!!Total!!Estimate","Montgomery County, Texas!!Total!!Margin of Error","Montgomery County, Texas!!Below poverty level!!Estimate","Montgomery County, Texas!!Below poverty level!!Margin of Error","Montgomery County, Texas!!Percent below poverty level!!Estimate","Montgomery County, Texas!!Percent below poverty level!!Margin of Error","Nacogdoches County, Texas!!Total!!Estimate","Nacogdoches County, Texas!!Total!!Margin of Error","Nacogdoches County, Texas!!Below poverty level!!Estimate","Nacogdoches County, Texas!!Below poverty level!!Margin of Error","Nacogdoches County, Texas!!Percent below poverty level!!Estimate","Nacogdoches County, Texas!!Percent below poverty level!!Margin of Error","Nueces County, Texas!!Total!!Estimate","Nueces County, Texas!!Total!!Margin of Error","Nueces County, Texas!!Below poverty level!!Estimate","Nueces County, Texas!!Below poverty level!!Margin of Error","Nueces County, Texas!!Percent below poverty level!!Estimate","Nueces County, Texas!!Percent below poverty level!!Margin of Error","Orange County, Texas!!Total!!Estimate","Orange County, Texas!!Total!!Margin of Error","Orange County, Texas!!Below poverty level!!Estimate","Orange County, Texas!!Below poverty level!!Margin of Error","Orange County, Texas!!Percent below poverty level!!Estimate","Orange County, Texas!!Percent below poverty level!!Margin of Error","Parker County, Texas!!Total!!Estimate","Parker County, Texas!!Total!!Margin of Error","Parker County, Texas!!Below poverty level!!Estimate","Parker County, Texas!!Below poverty level!!Margin of Error","Parker County, Texas!!Percent below poverty level!!Estimate","Parker County, Texas!!Percent below poverty level!!Margin of Error","Potter County, Texas!!Total!!Estimate","Potter County, Texas!!Total!!Margin of Error","Potter County, Texas!!Below poverty level!!Estimate","Potter County, Texas!!Below poverty level!!Margin of Error","Potter County, Texas!!Percent below poverty level!!Estimate","Potter County, Texas!!Percent below poverty level!!Margin of Error","Randall County, Texas!!Total!!Estimate","Randall County, Texas!!Total!!Margin of Error","Randall County, Texas!!Below poverty level!!Estimate","Randall County, Texas!!Below poverty level!!Margin of Error","Randall County, Texas!!Percent below poverty level!!Estimate","Randall County, Texas!!Percent below poverty level!!Margin of Error","Rockwall County, Texas!!Total!!Estimate","Rockwall County, Texas!!Total!!Margin of Error","Rockwall County, Texas!!Below poverty level!!Estimate","Rockwall County, Texas!!Below poverty level!!Margin of Error","Rockwall County, Texas!!Percent below poverty level!!Estimate","Rockwall County, Texas!!Percent below poverty level!!Margin of Error","San Patricio County, Texas!!Total!!Estimate","San Patricio County, Texas!!Total!!Margin of Error","San Patricio County, Texas!!Below poverty level!!Estimate","San Patricio County, Texas!!Below poverty level!!Margin of Error","San Patricio County, Texas!!Percent below poverty level!!Estimate","San Patricio County, Texas!!Percent below poverty level!!Margin of Error","Smith County, Texas!!Total!!Estimate","Smith County, Texas!!Total!!Margin of Error","Smith County, Texas!!Below poverty level!!Estimate","Smith County, Texas!!Below poverty level!!Margin of Error","Smith County, Texas!!Percent below poverty level!!Estimate","Smith County, Texas!!Percent below poverty level!!Margin of Error","Starr County, Texas!!Total!!Estimate","Starr County, Texas!!Total!!Margin of Error","Starr County, Texas!!Below poverty level!!Estimate","Starr County, Texas!!Below poverty level!!Margin of Error","Starr County, Texas!!Percent below poverty level!!Estimate","Starr County, Texas!!Percent below poverty level!!Margin of Error","Tarrant County, Texas!!Total!!Estimate","Tarrant County, Texas!!Total!!Margin of Error","Tarrant County, Texas!!Below poverty level!!Estimate","Tarrant County, Texas!!Below poverty level!!Margin of Error","Tarrant County, Texas!!Percent below poverty level!!Estimate","Tarrant County, Texas!!Percent below poverty level!!Margin of Error","Taylor County, Texas!!Total!!Estimate","Taylor County, Texas!!Total!!Margin of Error","Taylor County, Texas!!Below poverty level!!Estimate","Taylor County, Texas!!Below poverty level!!Margin of Error","Taylor County, Texas!!Percent below poverty level!!Estimate","Taylor County, Texas!!Percent below poverty level!!Margin of Error","Tom Green County, Texas!!Total!!Estimate","Tom Green County, Texas!!Total!!Margin of Error","Tom Green County, Texas!!Below poverty level!!Estimate","Tom Green County, Texas!!Below poverty level!!Margin of Error","Tom Green County, Texas!!Percent below poverty level!!Estimate","Tom Green County, Texas!!Percent below poverty level!!Margin of Error","Travis County, Texas!!Total!!Estimate","Travis County, Texas!!Total!!Margin of Error","Travis County, Texas!!Below poverty level!!Estimate","Travis County, Texas!!Below poverty level!!Margin of Error","Travis County, Texas!!Percent below poverty level!!Estimate","Travis County, Texas!!Percent below poverty level!!Margin of Error","Victoria County, Texas!!Total!!Estimate","Victoria County, Texas!!Total!!Margin of Error","Victoria County, Texas!!Below poverty level!!Estimate","Victoria County, Texas!!Below poverty level!!Margin of Error","Victoria County, Texas!!Percent below poverty level!!Estimate","Victoria County, Texas!!Percent below poverty level!!Margin of Error","Walker County, Texas!!Total!!Estimate","Walker County, Texas!!Total!!Margin of Error","Walker County, Texas!!Below poverty level!!Estimate","Walker County, Texas!!Below poverty level!!Margin of Error","Walker County, Texas!!Percent below poverty level!!Estimate","Walker County, Texas!!Percent below poverty level!!Margin of Error","Webb County, Texas!!Total!!Estimate","Webb County, Texas!!Total!!Margin of Error","Webb County, Texas!!Below poverty level!!Estimate","Webb County, Texas!!Below poverty level!!Margin of Error","Webb County, Texas!!Percent below poverty level!!Estimate","Webb County, Texas!!Percent below poverty level!!Margin of Error","Wichita County, Texas!!Total!!Estimate","Wichita County, Texas!!Total!!Margin of Error","Wichita County, Texas!!Below poverty level!!Estimate","Wichita County, Texas!!Below poverty level!!Margin of Error","Wichita County, Texas!!Percent below poverty level!!Estimate","Wichita County, Texas!!Percent below poverty level!!Margin of Error","Williamson County, Texas!!Total!!Estimate","Williamson County, Texas!!Total!!Margin of Error","Williamson County, Texas!!Below poverty level!!Estimate","Williamson County, Texas!!Below poverty level!!Margin of Error","Williamson County, Texas!!Percent below poverty level!!Estimate","Williamson County, Texas!!Percent below poverty level!!Margin of Error","Wise County, Texas!!Total!!Estimate","Wise County, Texas!!Total!!Margin of Error","Wise County, Texas!!Below poverty level!!Estimate","Wise County, Texas!!Below poverty level!!Margin of Error","Wise County, Texas!!Percent below poverty level!!Estimate","Wise County, Texas!!Percent below poverty level!!Margin of Error"
Population for whom poverty status is determined,"29,889,559","±6,743","4,086,851","±75,298",13.70%,±0.3,"85,003",±111,"15,041","±3,175",17.70%,±3.7,"106,929",±965,"12,056","±3,532",11.30%,±3.3,"383,653","±1,797","42,988","±6,720",11.20%,±1.8,"2,050,426","±2,730","301,718","±21,103",14.70%,±1.0,"86,169",±266,"10,792","±2,554",12.50%,±3.0,"383,693","±1,459","32,560","±7,427",8.50%,±1.9,"227,929",±680,"56,042","±5,606",24.60%,±2.5,"422,700",±637,"99,450","±8,607",23.50%,±2.0,"1,186,277",±859,"77,903","±9,350",6.60%,±0.8,"192,079",±321,"13,535","±3,749",7.00%,±2.0,"68,221","±1,543","6,394","±2,298",9.40%,±3.4,"2,574,214","±3,787","352,823","±22,956",13.70%,±0.9,"995,067","±1,064","59,506","±6,732",6.00%,±0.7,"162,619",±265,"14,682","±3,816",9.00%,±2.3,"220,190",±639,"13,481","±3,360",6.10%,±1.5,"854,897","±1,099","158,190","±13,799",18.50%,±1.6,"911,012",±626,"80,702","±12,685",8.90%,±1.4,"355,805",±948,"39,687","±6,122",11.20%,±1.7,"143,912",±432,"14,721","±3,575",10.20%,±2.5,"122,746",±513,"20,021","±3,412",16.30%,±2.8,"186,307",±401,"14,360","±3,627",7.70%,±1.9,"4,781,041","±4,515","766,972","±29,866",16.00%,±0.6,"68,798",±97,"12,453","±2,600",18.10%,±3.8,"271,310","±2,952","28,411","±5,344",10.50%,±1.9,"84,657",±360,"15,086","±3,123",17.80%,±3.7,"889,735","±1,115","241,645","±14,262",27.20%,±1.6,"67,002",±132,"4,220","±1,351",6.30%,±2.0,"109,753",±228,"14,032","±3,448",12.80%,±3.1,"237,401",±827,"48,219","±6,205",20.30%,±2.6,"199,359",±881,"20,393","±5,133",10.20%,±2.6,"183,944",±344,"18,831","±6,249",10.20%,±3.4,"102,749",±436,"12,354","±4,445",12.00%,±4.3,"308,436",±735,"54,383","±6,795",17.60%,±2.2,"260,478",±273,"44,536","±6,702",17.10%,±2.6,"176,015",±39,"20,652","±6,428",11.70%,±3.7,"707,790",±788,"75,724","±11,729",10.70%,±1.7,"60,747",±314,"11,705","±2,647",19.30%,±4.3,"346,269",±335,"59,137","±7,852",17.10%,±2.3,"84,844",±388,"11,879","±3,134",14.00%,±3.7,"171,740",±288,"15,254","±3,555",8.90%,±2.1,"108,264","±1,423","17,678","±4,180",16.30%,±3.9,"145,728",±254,"12,085","±3,499",8.30%,±2.4,"130,594",±76,"5,599","±2,329",4.30%,±1.8,"69,996",±99,"12,817","±3,596",18.30%,±5.1,"238,921",±820,"31,621","±5,662",13.20%,±2.4,"65,517",±24,"18,974","±4,203",29.00%,±6.4,"2,152,834","±1,949","235,252","±17,232",10.90%,±0.8,"141,074",±357,"17,618","±3,940",12.50%,±2.8,"115,436",±317,"17,369","±3,410",15.00%,±3.0,"1,311,462","±1,645","133,988","±12,217",10.20%,±0.9,"90,294",±436,"11,838","±3,551",13.10%,±4.0,"62,421",±580,"14,029","±3,403",22.50%,±5.4,"266,266",±680,"60,340","±7,950",22.70%,±3.0,"119,623",±699,"21,775","±3,449",18.20%,±2.9,"692,294",±588,"48,238","±7,294",7.00%,±1.1,"76,433",±201,"7,024","±2,912",9.20%,±3.8
    AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        Under 18 years,"7,460,774","±8,311","1,371,524","±41,772",18.40%,±0.6,"22,009",±78,"5,919","±1,724",26.90%,±7.8,"28,150",±842,"4,039","±1,950",14.30%,±6.8,"105,974","±1,134","15,635","±4,489",14.80%,±4.2,"504,398","±1,889","98,225","±10,906",19.50%,±2.2,"21,451",±263,"2,720","±1,196",12.70%,±5.6,"99,988","±1,265","10,408","±4,077",10.40%,±4.1,"49,172",±230,"9,977","±2,702",20.30%,±5.5,"118,108",±939,"41,973","±5,386",35.50%,±4.5,"289,868",±855,"19,738","±4,491",6.80%,±1.5,"42,312",±356,"3,526","±2,103",8.30%,±5.0,"18,403",±301,"2,174","±1,189",11.80%,±6.4,"639,497","±2,834","126,814","±12,261",19.80%,±1.9,"229,837","±1,152","10,989","±3,174",4.80%,±1.4,"49,697",±361,"4,731","±1,915",9.50%,±3.8,"58,212",±726,"3,065","±1,334",5.30%,±2.3,"221,563",±899,"53,728","±7,219",24.20%,±3.3,"240,746",±695,"24,941","±5,579",10.40%,±2.3,"83,223","±1,027","11,778","±3,122",14.20%,±3.7,"34,991",±395,"4,998","±1,749",14.30%,±5.0,"31,807",±504,"7,811","±1,870",24.60%,±5.9,"44,409",±393,"3,897","±2,216",8.80%,±5.0,"1,221,978","±4,205","281,586","±18,391",23.00%,±1.5,"16,864",±102,"4,353","±1,288",25.80%,±7.6,"61,187",±599,"4,010","±2,685",6.60%,±4.4,"17,942",±295,"4,443","±1,409",24.80%,±7.8,"272,053","±1,025","104,752","±8,279",38.50%,±3.0,"13,725",±251,292,±287,2.10%,±2.1,"27,434",±207,"4,979","±1,812",18.10%,±6.6,"60,963",±702,"14,052","±2,976",23.10%,±4.9,"50,848",±973,"6,832","±2,473",13.40%,±4.9,"53,084",±333,"7,570","±3,329",14.30%,±6.3,"32,675",±277,"4,327","±2,549",13.20%,±7.8,"73,996",±535,"15,192","±3,944",20.50%,±5.3,"63,498",±308,"13,568","±3,332",21.40%,±5.2,"50,984",±563,"7,767","±3,550",15.20%,±7.0,"182,472",±832,"27,386","±6,576",15.00%,±3.6,"14,842",±305,"3,614","±1,403",24.30%,±9.4,"82,852",±332,"21,012","±4,119",25.40%,±5.0,"21,495",±385,"3,730","±1,784",17.40%,±8.3,"42,235",±278,"3,933","±1,699",9.30%,±4.0,"26,599","±1,769","5,382","±2,174",20.20%,±8.3,"35,152",±287,"3,597","±1,937",10.20%,±5.5,"34,784",±222,933,"±1,033",2.70%,±3.0,"17,654",±448,"5,479","±1,989",31.00%,±11.2,"57,754",±841,"9,519","±2,958",16.50%,±5.1,"21,120",±390,"7,369","±2,169",34.90%,±10.4,"541,037","±2,023","77,912","±8,862",14.40%,±1.6,"35,116",±540,"3,845","±1,773",10.90%,±5.1,"27,512",±283,"4,579","±1,655",16.60%,±6.0,"259,483","±1,392","31,800","±7,438",12.30%,±2.9,"22,393",±435,"3,224","±1,805",14.40%,±8.1,"11,826",±150,"2,766","±1,745",23.40%,±14.7,"82,211",±668,"26,833","±4,633",32.60%,±5.6,"29,332",±322,"7,819","±1,969",26.70%,±6.7,"164,118",±700,"13,553","±4,104",8.30%,±2.5,"18,645",±348,"2,154","±1,346",11.60%,±7.2
            Under 5 years,"1,886,724","±6,301","370,590","±14,961",19.60%,±0.8,"5,669",±767,"1,016",±588,17.90%,±10.4,"7,097",±647,"1,173",±887,16.50%,±11.9,"30,072",±145,"2,980","±1,418",9.90%,±4.7,"130,695","±1,044","26,516","±4,473",20.30%,±3.4,"4,998",±366,734,±621,14.70%,±12.5,"24,108",±816,"2,293","±1,455",9.50%,±6.0,"13,137",±448,"2,115",±961,16.10%,±7.3,"28,118","±1,060","11,616","±2,289",41.30%,±7.7,"67,696",±525,"5,726","±1,782",8.50%,±2.6,"9,388",±309,540,±566,5.80%,±6.0,"5,144",±132,284,±223,5.50%,±4.3,"172,817","±1,435","42,030","±5,368",24.30%,±3.1,"57,040",±475,"2,917","±1,298",5.10%,±2.3,"13,227",±535,"1,414",±855,10.70%,±6.5,"14,087",±63,690,±531,4.90%,±3.8,"54,998",±461,"13,953","±2,975",25.40%,±5.4,"53,726",±469,"5,771","±2,361",10.70%,±4.4,"20,006",±651,"2,981","±1,055",14.90%,±5.3,"9,127",±597,974,±586,10.70%,±6.5,"8,480",±141,"2,470",±991,29.10%,±11.7,"10,420",±967,"1,386","±1,004",13.30%,±9.6,"318,041","±2,354","78,006","±6,535",24.50%,±2.0,"3,784",±668,"1,030",±527,27.20%,±11.2,"15,384",±486,"1,216",±927,7.90%,±5.9,"4,619",±290,"1,107",±566,24.00%,±12.5,"67,722",±501,"25,099","±3,708",37.10%,±5.4,"3,025",±390,29,±53,1.00%,±1.8,"7,336",±606,"2,335",±983,31.80%,±13.7,"16,232",±510,"4,219","±1,574",26.00%,±9.7,"12,476",±871,"1,322",±941,10.60%,±7.6,"13,263",±273,"1,078",±799,8.10%,±6.0,"8,104",±573,948,±754,11.70%,±8.9,"19,593",±674,"4,390","±1,333",22.40%,±6.7,"16,932",±352,"3,426","±1,278",20.20%,±7.5,"13,780",±720,872,±843,6.30%,±6.1,"44,762",±181,"6,154","±2,259",13.70%,±5.0,"3,284",±234,779,±553,23.70%,±16.2,"22,058",±613,"8,205","±1,749",37.20%,±7.6,"4,402",±603,718,±547,16.30%,±12.6,"10,140",±493,"1,153",±690,11.40%,±6.8,"7,224","±1,123","1,911","±1,274",26.50%,±17.4,"8,489",±404,"1,183",±764,13.90%,±9.0,"8,062",±353,46,±100,0.60%,±1.2,"4,536",±118,"1,890","±1,268",41.70%,±27.8,"14,316",±888,"2,073","±1,044",14.50%,±7.3,"5,540",±129,"1,974","±1,060",35.60%,±19.2,"135,153","±1,444","20,618","±3,750",15.30%,±2.8,"9,198",±280,998,±510,10.90%,±5.6,"7,158",±309,"1,387",±593,19.40%,±8.2,"71,664","±1,002","10,906","±3,230",15.20%,±4.6,"5,858",±394,287,±343,4.90%,±5.9,"2,646","±1,331","1,547","±1,472",58.50%,±35.3,"21,666",±346,"7,914","±2,132",36.50%,±9.9,"7,795",±375,"2,285",±714,29.30%,±8.8,"41,136",±474,"3,645","±2,108",8.90%,±5.1,"4,529",±249,620,±408,13.70%,±9.0
