"GEOID","NAME","tot_pop_pov","C17025_002M","below_pov_native","C17025_003M","foreign_born_nat_cit","C17025_005M","foreign_born_not_cit","C17025_006M","foreign_born","C17025_004M"
"48","Texas",4086851,75298,3191313,61998,224146,10974,671392,29074,895538,29172
