"no_dis_labor","dis_labor","dis_no_labor","no_dis_no_labor","percent_dis_labor","percent_dis_nolabor","percent_no_dis_labor","percent_no_dis_no_labor"
928199,110147,268332,712568,0.291025393747077,0.708974606252923,0.565710426891813,0.434289573108187
